,Unnamed: 0,id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,user,followers,friends,hashtags,place,coordinates,favorites,impressions,reach,engagement,engagement_rate,Nike
22,22,1442174428113113093,Sun Sep 26 17:09:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
Exclusive #adidassl82 from @sizeofficial
.
.
#adidasshoes #trefoil #adidasoriginals #cityseries… https://t.co/4StNerBYJS",Upcoming Release Exclusive ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,7,1,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidassl82, adidasshoes, trefoil, adidasoriginals, cityseries",sizeofficial,England,,8,8613,0.0009288285150354116,0.09288285150354116,0
23,23,1442165845245923335,Sun Sep 26 16:35:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @3_stripes4life: Upcoming Release:
#adidas X #cpcompany jacket, part of the upcoming #spzl collaboration with cp.
.
#adidasshoes #trefoi…",Upcoming Release X jacket part upcoming collaboration cp ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,5,"{'id': 293108935, 'id_str': '293108935', 'name': 'Mat Bell', 'screen_name': 'belly_eighty5', 'location': 'England, United Kingdom', 'description': ""I live my life in the city...there's no easy way out! 🦉"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 495, 'friends_count': 957, 'listed_count': 2, 'created_at': 'Wed May 04 19:35:21 +0000 2011', 'favourites_count': 3323, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 10946, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150176076968202240/KF4sbsA4_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150176076968202240/KF4sbsA4_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/293108935/1577656239', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",495,957,"adidas, cpcompany, spzl, adidasshoes",3_stripes4life,"England, United Kingdom",,5,1452,0.003443526170798898,0.34435261707988984,0
24,24,1442162232113074180,Sun Sep 26 16:20:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @3_stripes4life: Upcoming Release:
#adidas X #cpcompany jacket, part of the upcoming #spzl collaboration with cp.
.
#adidasshoes #trefoi…",Upcoming Release X jacket part upcoming collaboration cp ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,5,"{'id': 1285378477689110528, 'id_str': '1285378477689110528', 'name': 'M Coy 81', 'screen_name': 'Spzl1_OG', 'location': 'Glasgow, Scotland', 'description': 'Tracky taps Celtic n adidas trainees', 'url': 'https://t.co/atU37stryi', 'entities': {'url': {'urls': [{'url': 'https://t.co/atU37stryi', 'expanded_url': 'https://www.instagram.com/spzl1_og', 'display_url': 'instagram.com/spzl1_og', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 696, 'friends_count': 665, 'listed_count': 0, 'created_at': 'Tue Jul 21 00:58:18 +0000 2020', 'favourites_count': 12242, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2630, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1443537928337203200/fumA4XlL_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1443537928337203200/fumA4XlL_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1285378477689110528/1632447703', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",696,665,"adidas, cpcompany, spzl, adidasshoes",3_stripes4life,"Glasgow, Scotland",,5,1361,0.0036737692872887582,0.36737692872887584,0
25,25,1442159831356379142,Sun Sep 26 16:11:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
#adidas X #cpcompany jacket, part of the upcoming #spzl collaboration with cp.
.
#adidasshoes… https://t.co/gfEeiALQdj",Upcoming Release X jacket part upcoming collaboration cp ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,28,5,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidas, cpcompany, spzl, adidasshoes",,England,,33,8613,0.0038314176245210726,0.38314176245210724,0
26,26,1442150658094735362,Sun Sep 26 15:34:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Men’s Adidas sets available now! 

#adidas #adidas👟 #adidasapparel #adidasshoes #adidasclothing #streetgameusa… https://t.co/nZm5RglTS6",Mens Adidas sets available,"Sentiment(polarity=0.4, subjectivity=0.4)",0.4,0.4,en,1,0,"{'id': 379237743, 'id_str': '379237743', 'name': 'streetgame', 'screen_name': 'streetgameusa', 'location': 'New York, USA', 'description': 'Lifestyle Streetwear For Everyone. From all the brands you love. Locations throughout New York State. Follow us for updates & more! #Streetgameusa', 'url': 'https://t.co/s41nZynhfG', 'entities': {'url': {'urls': [{'url': 'https://t.co/s41nZynhfG', 'expanded_url': 'http://streetgameusa.com/', 'display_url': 'streetgameusa.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 230, 'friends_count': 95, 'listed_count': 1, 'created_at': 'Sat Sep 24 16:15:52 +0000 2011', 'favourites_count': 499, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3890, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1439805113116286978/cS0i4i9X_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1439805113116286978/cS0i4i9X_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/379237743/1632111264', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",230,95,"adidas, adidas, adidasapparel, adidasshoes, adidasclothing, streetgameusa",,"New York, USA",,1,325,0.003076923076923077,0.3076923076923077,0
27,27,1441826147956887553,Sat Sep 25 18:05:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
#adidasmarathoncitypt
.
Released: October 2021
Price: £85.00
General Release 
.
#adidasshoes… https://t.co/W4Tq2HyAqW",Upcoming Release .Released October Price General Release,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0.05,0.5,en,5,0,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidasmarathoncitypt, adidasshoes",,England,,5,8613,0.0005805178218971323,0.05805178218971323,0
28,28,1441793874498838531,Sat Sep 25 15:57:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
#adidasracewalk X @hanonshop Consortium quality release Date set for next month.
.
#adidasshoes… https://t.co/7teygBT0xU",Upcoming Release X Consortium quality release Date set next month ..,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,9,0,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidasracewalk, adidasshoes",hanonshop,England,,9,8613,0.0010449320794148381,0.10449320794148381,0
29,29,1441759060320260098,Sat Sep 25 13:38:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#adidas #adidassneakers #adidasshoes come in 3 colours for 14k
Sizes: 41-46 https://t.co/N7ncojvjFX",come colours kSizes -46,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,"{'id': 1361325548669194244, 'id_str': '1361325548669194244', 'name': 'Creative Footwears Store |Sneakers & Shoes|', 'screen_name': 'Cf00tStore', 'location': 'Nigeria', 'description': 'The home of top notch footwears 👟✨\nWelcome to the home of footwears.', 'url': 'https://t.co/9sdvgvbGat', 'entities': {'url': {'urls': [{'url': 'https://t.co/9sdvgvbGat', 'expanded_url': 'https://wa.me/message/BO7Y6327BDAVC1', 'display_url': 'wa.me/message/BO7Y63…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 125, 'friends_count': 92, 'listed_count': 0, 'created_at': 'Mon Feb 15 14:45:07 +0000 2021', 'favourites_count': 87, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 366, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1361329764112486400/bBLOiy2s_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1361329764112486400/bBLOiy2s_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1361325548669194244/1613401284', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",125,92,"adidas, adidassneakers, adidasshoes",,Nigeria,,1,217,0.004608294930875576,0.4608294930875576,0
30,30,1441648398470246402,Sat Sep 25 06:18:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine a tree full of Pumas &amp; Nikes 🤭 
#DidYouKnow #WeGoalDigger #Adidas #AdidasShoes #Branding https://t.co/Mh4OptGPae",Imagine tree full Pumas amp Nikes,"Sentiment(polarity=0.35, subjectivity=0.55)",0.35,0.55,en,0,0,"{'id': 1350690765005967365, 'id_str': '1350690765005967365', 'name': 'WeGoalDigger', 'screen_name': 'wegoaldigger', 'location': '7/7 Gnarwyn rd Carnegie VIC', 'description': 'We Goal Digger, a digital media marketing services company in Australia and India that offers world-class social media marketing services, SEO, content marketin', 'url': 'https://t.co/UjpsdZpxId', 'entities': {'url': {'urls': [{'url': 'https://t.co/UjpsdZpxId', 'expanded_url': 'https://www.wegoaldigger.com', 'display_url': 'wegoaldigger.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1, 'friends_count': 1, 'listed_count': 0, 'created_at': 'Sun Jan 17 06:26:00 +0000 2021', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 47, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1350690866893971457/xbD8liCy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1350690866893971457/xbD8liCy_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1350690765005967365/1610864850', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1,1,"DidYouKnow, WeGoalDigger, Adidas, AdidasShoes, Branding",,7/7 Gnarwyn rd Carnegie VIC,,0,2,0.0,0.0,0
31,31,1440737189688594441,Wed Sep 22 17:58:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Another one ticked of the list,
2003 #adidasshot BNIBWT not bad  for 18 years old.
.
.
#adidasshoes #trefoil… https://t.co/2EgvgYU6Ux","Another one ticked list,2003 BNIBWT bad years old ...","Sentiment(polarity=-0.29999999999999993, subjectivity=0.43333333333333335)",-0.2999999999999999,0.4333333333333333,en,29,1,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidasshot, adidasshoes, trefoil",,England,,30,8613,0.0034831069313827935,0.34831069313827934,0
32,32,1440722694245257227,Wed Sep 22 17:00:32 +0000 2021,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Now available in-store and online Adidas Ozelia Shoes- Black 
$100 

#activeathlete88 #adidas #adidasozelia… https://t.co/VcsjYWaj57",Now available in-store online Adidas Ozelia Shoes- Black 100,"Sentiment(polarity=0.11666666666666668, subjectivity=0.4166666666666667)",0.1166666666666666,0.4166666666666667,en,0,0,"{'id': 126372572, 'id_str': '126372572', 'name': 'Active Athlete', 'screen_name': 'ActiveAthlete88', 'location': 'Houston, TX', 'description': ""Houston's freshest kicks and latest streetwear since 1988.\n#sneakers #sneakerculture"", 'url': 'https://t.co/Zh9tNXU3A3', 'entities': {'url': {'urls': [{'url': 'https://t.co/Zh9tNXU3A3', 'expanded_url': 'http://www.activeathlete88.com', 'display_url': 'activeathlete88.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2017, 'friends_count': 610, 'listed_count': 26, 'created_at': 'Thu Mar 25 17:16:40 +0000 2010', 'favourites_count': 851, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 10456, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/945732248237756416/V5xevU4-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/945732248237756416/V5xevU4-_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/126372572/1598735152', 'profile_link_color': 'DD2E44', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",2017,610,"activeathlete88, adidas, adidasozelia",,"Houston, TX",,0,2627,0.0,0.0,0
33,33,1440404908285390850,Tue Sep 21 19:57:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upcoming Release:
#adidassuciugazelle 
.
Released : October 23rd
Price : £85.00
General Release
.
#adidasshoes… https://t.co/KGEL3GGvXc",Upcoming Release .Released October rdPrice General Release,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0.05,0.5,en,12,0,"{'id': 4110081718, 'id_str': '4110081718', 'name': '3.stripes.4life', 'screen_name': '3_stripes4life', 'location': 'England', 'description': 'Showcasing everything that is Adidas New/Vintage.\nTag me for a repost.\nInstagram : 3.stripes4life / vtgadidasarchives', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8537, 'friends_count': 76, 'listed_count': 14, 'created_at': 'Wed Nov 04 06:16:31 +0000 2015', 'favourites_count': 14531, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8477, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363830211205337088/wfqFRodt_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4110081718/1544461698', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",8537,76,"adidassuciugazelle, adidasshoes",,England,,12,8613,0.0013932427725531174,0.13932427725531174,0
34,34,1440357034092740616,Tue Sep 21 16:47:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adidas Chasker Boot 

#adidas #adidas👟 #adidasapparel #adidasshoes #adidasclothing #streetgameusa #shop #shopping… https://t.co/3njSpdHC0q",Adidas Chasker Boot,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,"{'id': 379237743, 'id_str': '379237743', 'name': 'streetgame', 'screen_name': 'streetgameusa', 'location': 'New York, USA', 'description': 'Lifestyle Streetwear For Everyone. From all the brands you love. Locations throughout New York State. Follow us for updates & more! #Streetgameusa', 'url': 'https://t.co/s41nZynhfG', 'entities': {'url': {'urls': [{'url': 'https://t.co/s41nZynhfG', 'expanded_url': 'http://streetgameusa.com/', 'display_url': 'streetgameusa.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 230, 'friends_count': 95, 'listed_count': 1, 'created_at': 'Sat Sep 24 16:15:52 +0000 2011', 'favourites_count': 499, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3890, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1439805113116286978/cS0i4i9X_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1439805113116286978/cS0i4i9X_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/379237743/1632111264', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",230,95,"adidas, adidas, adidasapparel, adidasshoes, adidasclothing, streetgameusa, shop, shopping",,"New York, USA",,0,325,0.0,0.0,0
